Keyword,Similarity Score
"[('know sick', 0.6604), ('doctor diagnosed', 0.6215), ('sick actually', 0.5355), ('didnt', 0.2911), ('actually', 0.2221)]",0.62025416
"[('lifetime medication', 0.4966), ('medication thank', 0.4918), ('thank humanistic', 0.437), ('love fact', 0.3376), ('simply advise', 0.3235)]",0.6202527
"[('pain god', 0.6778), ('remove pain', 0.6531), ('actually remove', 0.3973), ('lord', 0.3002), ('father', 0.2499)]",0.62024736
"[('idahosa inbox', 0.6271), ('disease dr_idahosa_eric', 0.6087), ('virus disease', 0.501), ('specialize treating', 0.4203), ('dr', 0.3809)]",0.62023985
"[('anxiety worst', 0.714), ('deal symptom', 0.4778), ('prayer deal', 0.4544), ('thing', 0.1315), ('plus', 0.099)]",0.6202398
"[('best advise', 0.6584), ('advise person', 0.593), ('person going', 0.4724), ('going', 0.4508), ('best', 0.3201)]",0.6202364
"[('think perspective', 0.692), ('end day', 0.4845), ('mean', 0.3515), ('sense', 0.3115), ('really help', 0.2247)]",0.6202203
"[('tone point', 0.6005), ('treatment time', 0.5373), ('know nihilistic', 0.3932), ('like whats', 0.2251), ('people', 0.1231)]",0.62019944
"[('procrastination consumption', 0.7014), ('consumption yes', 0.4719), ('art', 0.3586), ('creating filed', 0.2626), ('yes', 0.1882)]",0.62019426
"[('luck ssri', 0.5746), ('brainmd video', 0.504), ('trying gad', 0.4233), ('fight flight', 0.3274), ('remeron dont', 0.2377)]",0.620185
"[('weight capitalism', 0.5506), ('reading therapy', 0.4486), ('actually helped', 0.3776), ('little fault', 0.2523), ('crushing', 0.2441)]",0.62017906
"[('luvox social', 0.8815), ('feel luvox', 0.795), ('luvox', 0.6161), ('social', 0.551), ('feel', 0.4473)]",0.6201733
"[('thanks doc', 0.8293), ('doc helped', 0.7206), ('helped', 0.4973), ('doc', 0.4679), ('thanks', 0.4144)]",0.62015975
"[('bc im', 0.7055), ('im sick', 0.6655), ('sick', 0.5288), ('bc', 0.4313), ('im', 0.3937)]",0.6201577
"[('started trauma', 0.7474), ('trauma adult', 0.7311), ('trauma', 0.6035), ('adult', 0.477), ('started', 0.2911)]",0.62015045
"[('sample size', 0.6212), ('study', 0.4395), ('advanced technique', 0.3332), ('equiptment', 0.2487), ('good thing', 0.2096)]",0.6201455
"[('im psychotic', 0.6842), ('guess mean', 0.599), ('mean im', 0.4724), ('feel way', 0.4183), ('im', 0.3415)]",0.620142
"[('knew felt', 0.697), ('felt good', 0.5519), ('knew', 0.4802), ('good hear', 0.4022), ('good', 0.2947)]",0.6201364
"[('realize problem', 0.602), ('world live', 0.547), ('problem world', 0.5124), ('sad feel', 0.4659), ('like make', 0.2106)]",0.62013406
"[('traumatic event', 0.75), ('truedoesnt traumatic', 0.7245), ('deeply regret', 0.6683), ('event deeply', 0.4303), ('truedoesnt', 0.3197)]",0.6201029
"[('stopped caring', 0.7073), ('cried time', 0.672), ('caring', 0.5455), ('stopped', 0.2791), ('time stopped', 0.2738)]",0.6200848
"[('mother law', 0.5742), ('told hurt', 0.5062), ('hurt doesnt', 0.4277), ('doesnt understand', 0.293), ('told', 0.173)]",0.6200806
"[('beautiful family', 0.6569), ('grateful beautiful', 0.4679), ('stop weakening', 0.4654), ('thank god', 0.2963), ('stop', 0.2602)]",0.6200793
"[('starting drain', 0.6675), ('ive breathing', 0.611), ('breathing long', 0.5217), ('starting', 0.2788), ('ive', 0.1707)]",0.62006176
"[('im insane', 0.7836), ('youre saying', 0.6123), ('saying im', 0.4973), ('youre', 0.4298), ('im', 0.411)]",0.6200602
"[('people understood', 0.6056), ('understood', 0.5896), ('wish people', 0.547), ('thank wish', 0.4833), ('people', 0.2312)]",0.62005854
"[('anxious brain', 0.6817), ('think help', 0.5113), ('redirect uncertainty', 0.458), ('explaining like', 0.2869), ('thank', 0.1172)]",0.620045
"[('brain calmest', 0.7013), ('im painting', 0.5523), ('strange feeling', 0.4408), ('beautiful', 0.2094), ('actually true', 0.1185)]",0.62002087
"[('video account', 0.7293), ('lot video', 0.6785), ('yes lot', 0.5893), ('account', 0.5068), ('yes', 0.3183)]",0.6200113
"[('cognitive therapy', 0.7227), ('therapy teach', 0.6845), ('teach strategy', 0.6711), ('cognitive', 0.4848), ('teach', 0.4733)]",0.6200106
"[('im dead', 0.844), ('think im', 0.6476), ('dead', 0.6321), ('think', 0.5534), ('im', 0.5134)]",0.6200079
"[('los médicos', 0.6902), ('internacional', 0.6181), ('letra', 0.3011), ('la', 0.2938), ('lo', 0.0579)]",0.6199907
"[('leg tingled', 0.5183), ('ordered mri', 0.4503), ('anx', 0.4027), ('dr finally', 0.3516), ('rest said', 0.1749)]",0.6199795
"[('passing especially', 0.5994), ('driving', 0.5147), ('feel like', 0.3198), ('especially', 0.2209), ('like', 0.1543)]",0.6199751
"[('internalized gender', 0.7244), ('ideology guy', 0.5705), ('thats internalized', 0.4885), ('norm', 0.3718), ('thats', 0.2099)]",0.619975
"[('procrastinate anxious', 0.829), ('avoidance', 0.5995), ('temporary', 0.224), ('sense whats', 0.1766), ('make', 0.1694)]",0.6199599
"[('catastrophic thinking', 0.9085), ('catastrophic', 0.6469), ('thinking', 0.5203), ('problem', 0.3406), ('main', 0.1915)]",0.6199573
"[('tower paused', 0.6721), ('video going', 0.485), ('left', 0.2005), ('near beginning', 0.1438), ('conveniently taken', 0.1418)]",0.61993957
"[('brain tangled', 0.6266), ('given essay', 0.4872), ('write university', 0.4465), ('felt complete', 0.2721), ('know start', 0.1416)]",0.61991733
"[('like listening', 0.6402), ('song exactly', 0.6037), ('exactly feel', 0.5275), ('feel like', 0.5007), ('like', 0.2547)]",0.6199064
"[('day work', 0.6359), ('day', 0.5328), ('work im', 0.4078), ('im scared', 0.3871), ('im', 0.1584)]",0.6199055
"[('brain tower', 0.7543), ('built ceiling', 0.5886), ('tower built', 0.5656), ('anxious', 0.4876), ('brain', 0.389)]",0.6198992
"[('fix dont', 0.5405), ('im year', 0.432), ('tyanna', 0.2358), ('old', 0.2291), ('dont think', 0.1769)]",0.619896
"[('deal anxiety', 0.6881), ('false signal', 0.3728), ('brain giving', 0.3722), ('daily', 0.1542), ('deal', 0.0708)]",0.61989367
"[('questioning feel', 0.684), ('feel okay', 0.5831), ('yesterday thank', 0.4286), ('okay', 0.1908), ('thank needed', 0.1577)]",0.6198914
"[('rude wasnt', 0.6163), ('im sorry', 0.4308), ('intention', 0.3975), ('kind', 0.2999), ('thank', 0.2263)]",0.61987704
"[('dont trust', 0.7683), ('fine continue', 0.4909), ('im fine', 0.4347), ('dont', 0.2735), ('yes im', 0.2539)]",0.61987686
"[('daughter passed', 0.6513), ('wow read', 0.4455), ('read especially', 0.4321), ('daughter', 0.3468), ('especially', 0.0761)]",0.61987555
"[('long antidepressant', 0.826), ('antidepressant', 0.7437), ('long', 0.2564)]",0.619872
"[('self medicating', 0.6741), ('isnt coffee', 0.59), ('coffee day', 0.5736), ('day self', 0.413), ('isnt', 0.22)]",0.61987066
"[('mindset start', 0.6242), ('start really', 0.5144), ('need change', 0.4692), ('need', 0.1298), ('really', 0.1075)]",0.6198623
"[('yes suffered', 0.8927), ('im better', 0.2797), ('god', 0.2647), ('yes', 0.1698), ('thank', 0.0948)]",0.61985135
"[('depression anxiety', 0.5718), ('bed win', 0.5555), ('stay', 0.2188), ('guess', 0.1962), ('doesnt let', 0.1404)]",0.6198364
"[('mindset pain', 0.5916), ('body convinced', 0.3955), ('year severely', 0.3053), ('wrong hard', 0.2684), ('like', 0.1202)]",0.61981934
"[('rage brain', 0.6994), ('going rage', 0.6467), ('plz help', 0.3094), ('ur going', 0.2451), ('tell', 0.1214)]",0.61980915
"[('needed hear', 0.6053), ('hear today', 0.5232), ('today thank', 0.5126), ('needed', 0.3533), ('thank', 0.3285)]",0.6198011
"[('make happier', 0.7057), ('think good', 0.5349), ('thing doesnt', 0.339), ('good thing', 0.2767), ('make', 0.1848)]",0.6197929
"[('naw im', 0.6908), ('hell naw', 0.6559), ('hell', 0.3162), ('oh', 0.3145), ('cooked', 0.1281)]",0.61978924
"[('supplement symptom', 0.7931), ('taking supplement', 0.6818), ('symptom away', 0.4403), ('taking', 0.3072), ('away stop', 0.2125)]",0.6197754
"[('letting ppl', 0.5186), ('saying werent', 0.4247), ('saying', 0.4007), ('ppl know', 0.348), ('know delusions', 0.2208)]",0.6197743
"[('wake habit', 0.8359), ('year wake', 0.8266), ('wake', 0.6663), ('habit', 0.5362), ('year', 0.4523)]",0.6197735
"[('im broken', 0.535), ('act like', 0.5169), ('easier act', 0.5118), ('fine admit', 0.3871), ('like', 0.2195)]",0.6197665
"[('anxiety', 0.6262), ('went er', 0.4628), ('embarrassingly', 0.4539), ('er multiple', 0.3939), ('multiple time', 0.3503)]",0.6197641
"[('leave christ', 0.7629), ('christ learn', 0.6679), ('learn better', 0.571), ('christ', 0.3772), ('better', 0.2249)]",0.61975014
"[('therapist taught', 0.6859), ('control thought', 0.6746), ('control handle', 0.4368), ('ur head', 0.3614), ('come', 0.1472)]",0.619739
"[('humming taking', 0.7963), ('deep breathe', 0.504), ('happens', 0.2323), ('trying', 0.161), ('taking', 0.1414)]",0.61972964
"[('speak dr', 0.7974), ('dr better', 0.6078), ('better alternative', 0.456), ('speak', 0.3861), ('better', 0.2035)]",0.61971825
"[('reveal depression', 0.6691), ('allow psychiatrist', 0.5641), ('big reveal', 0.4579), ('big', 0.1761), ('nh doesnt', 0.1146)]",0.6196986
"[('topic dad', 0.8387), ('bring topic', 0.7833), ('know bring', 0.4684), ('dont', 0.2321), ('dont know', 0.2253)]",0.6196972
"[('legit handwriting', 0.8278), ('handwriting', 0.6882), ('tell legit', 0.4285), ('legit', 0.3356), ('tell', 0.232)]",0.61969227
"[('battled tiredsoso', 0.8364), ('tiredsoso tired', 0.6615), ('battled', 0.6012), ('tiredsoso', 0.5989), ('tired', 0.4595)]",0.61968523
"[('crayon desk', 0.7812), ('ive crayon', 0.6495), ('drawer entire', 0.4172), ('year career', 0.3634), ('ive', 0.011)]",0.6196771
"[('im tear', 0.7771), ('know understands', 0.5503), ('think know', 0.3599), ('im', 0.2853), ('bc think', 0.2418)]",0.61967486
"[('time sleep', 0.6222), ('sleep try', 0.6004), ('try shock', 0.5542), ('feeling', 0.2995), ('try', 0.2496)]",0.6196625
"[('link bio', 0.5028), ('helloi', 0.3653), ('hope youre', 0.3484), ('interested feel', 0.2135), ('free message', 0.1476)]",0.6196519
"[('emotion treatment', 0.5516), ('repossess truma', 0.4341), ('refile safely', 0.2493), ('bring old', 0.202), ('doesnt make', 0.0568)]",0.6196345
"[('thiss watch', 0.8312), ('watch', 0.6171), ('yes thiss', 0.5508), ('yes', 0.4138), ('thiss', 0.4135)]",0.61963284
"[('point life', 0.5106), ('feel safe', 0.4446), ('helping mind', 0.425), ('good tip', 0.3996), ('didnt', 0.2469)]",0.6196287
"[('stroke sickness', 0.7069), ('mention heart', 0.3102), ('sudden start', 0.2556), ('correlated', 0.2053), ('anytime', 0.0341)]",0.61959577
"[('learn anymore', 0.6558), ('arggggggghhh', 0.6099), ('want learn', 0.59), ('dont want', 0.3055), ('anymore', 0.2411)]",0.6195955
"[('awful day', 0.7039), ('day hate', 0.6973), ('awful', 0.6336), ('hate', 0.5912), ('day', 0.3789)]",0.61959183
"[('thought pas', 0.8377), ('pas', 0.6555), ('god let', 0.5257), ('let thought', 0.5244), ('god', 0.3634)]",0.61959136
"[('dowill head', 0.6028), ('agreed delusional', 0.5346), ('think', 0.3484), ('matter dont', 0.3195), ('yeah', 0.1481)]",0.6195855
"[('guitar anxiety', 0.7312), ('disappears suspended', 0.4156), ('peer bliss', 0.3901), ('play', 0.2531), ('moment', 0.1306)]",0.6195775
"[('wanting anxiety', 0.8936), ('anxiety wanting', 0.8548), ('anxiety', 0.7922), ('wanting', 0.2717)]",0.6195695
"[('unlearn fear', 0.943), ('yeah unlearn', 0.6722), ('unlearn', 0.6339), ('fear', 0.5771), ('yeah', 0.1758)]",0.6195671
"[('uk depresses', 0.9048), ('depresses', 0.6565), ('living uk', 0.6271), ('living', 0.4035), ('uk', 0.3361)]",0.61955726
"[('moat depressed', 0.7892), ('lucky survived', 0.3963), ('constantly think', 0.2712), ('point matter', 0.1693), ('whats', 0.0932)]",0.61954665
"[('frontal lobe', 0.852), ('guess frontal', 0.6327), ('lobe need', 0.6149), ('guess', 0.2821), ('need work', 0.2712)]",0.6195391
"[('clearance psychiatrist', 0.6087), ('went guidance', 0.565), ('school clearance', 0.4884), ('attend school', 0.3552), ('attend', 0.3191)]",0.6195348
"[('therapy afford', 0.7557), ('want therapy', 0.7408), ('therapy', 0.6132), ('afford', 0.3154), ('want', 0.2169)]",0.6195255
"[('counting breathes', 0.7752), ('breathes anxious', 0.6851), ('anxious trying', 0.4929), ('counting', 0.4352), ('figure', 0.2438)]",0.61950654
"[('dont divorce', 0.664), ('met catch', 0.363), ('penniless mean', 0.355), ('mean need', 0.2705), ('mr', 0.2415)]",0.61950505
"[('causing fear', 0.6818), ('whats root', 0.4439), ('event thats', 0.3723), ('today', 0.2408), ('thats common', 0.2304)]",0.6195026
"[('left house', 0.5721), ('husband didnt', 0.3721), ('safe space', 0.3454), ('hurt like', 0.2385), ('time understanding', 0.1936)]",0.61949295
"[('lost parent', 0.579), ('darkness', 0.5469), ('worse light', 0.4579), ('course got', 0.1541), ('ive', 0.1375)]",0.61948895
"[('order xanax', 0.7448), ('martin andres', 0.4786), ('need relief', 0.463), ('doctor', 0.2667), ('need', 0.2092)]",0.6194676
"[('jenga tower', 0.7503), ('like jenga', 0.5922), ('brain look', 0.5568), ('look like', 0.3521), ('like', 0.1675)]",0.619459
"[('shun depressed', 0.6476), ('bring suffer', 0.4382), ('society trained', 0.4111), ('told', 0.1687), ('try', 0.0956)]",0.6194575
"[('health break', 0.6743), ('mental health', 0.5684), ('question mental', 0.4254), ('thank', 0.1987), ('like', 0.1302)]",0.61943984
"[('husband anxious', 0.6083), ('feed relief', 0.3793), ('cycle', 0.3671), ('mom', 0.2353), ('happen terrible', 0.1399)]",0.61943674
"[('itmaking money', 0.5714), ('meet', 0.3897), ('teen', 0.3333), ('need dont', 0.2695), ('dont know', 0.1849)]",0.61943096
"[('sleep anymore', 0.6219), ('passing lol', 0.6194), ('anymore', 0.2367), ('lol', 0.2256), ('like', 0.1696)]",0.6193955
"[('sign dont', 0.6173), ('want work', 0.5076), ('sign', 0.481), ('dont', 0.3064), ('dont want', 0.2875)]",0.6193871
"[('exact moment', 0.616), ('thank really', 0.5196), ('needed', 0.4444), ('thank', 0.3878), ('exact', 0.2659)]",0.6193627
"[('hope okay', 0.8699), ('oh hope', 0.8515), ('hope', 0.627), ('okay', 0.4165), ('oh', 0.411)]",0.6193617
"[('think depressed', 0.7241), ('damn didnt', 0.4625), ('damn', 0.3797), ('think', 0.3317), ('didnt think', 0.2864)]",0.61934006
"[('theory emotion', 0.6552), ('pov cognitive', 0.5849), ('demand inform', 0.4112), ('mind dont', 0.3577), ('need meet', 0.2474)]",0.619328
"[('feel selfish', 0.8173), ('putting selfish', 0.804), ('isnt putting', 0.2848), ('feel', 0.2503), ('isnt', 0.198)]",0.6193253
"[('worship music', 0.6219), ('happy posetive', 0.468), ('hung', 0.4191), ('forcing think', 0.3862), ('helped', 0.2902)]",0.6193224
"[('cup julie', 0.5958), ('hang coffee', 0.5759), ('attachment theory', 0.4877), ('healthy', 0.2603), ('let', 0.1169)]",0.6193112
"[('tm therapy', 0.9399), ('think tm', 0.7134), ('therapy', 0.6949), ('tm', 0.6533), ('think', 0.3718)]",0.6192869
"[('helpful really', 0.617), ('really appreciate', 0.5601), ('helpful', 0.5004), ('appreciate', 0.4413), ('really', 0.1118)]",0.6192862
"[('believe help', 0.4074), ('yes', 0.3977), ('right ill', 0.3847), ('ill believe', 0.3474), ('help', 0.2028)]",0.6192858
"[('thought stress', 0.5983), ('live happy', 0.5181), ('year', 0.2956), ('know root', 0.206), ('figure dealing', 0.1187)]",0.61927676
"[('checked time', 0.62), ('ive checked', 0.5892), ('time', 0.4844), ('checked', 0.4297), ('ive', 0.3873)]",0.6192608
"[('watching hour', 0.7884), ('asleep', 0.6328), ('hour im', 0.5804), ('watching', 0.4847), ('im normally', 0.3545)]",0.61925834
"[('worst anxiety', 0.7284), ('anxiety think', 0.6748), ('child given', 0.4074), ('given worst', 0.3428), ('think', 0.2826)]",0.6192537
"[('vegan omega', 0.8702), ('recommendation vegan', 0.8192), ('omega supplement', 0.6415), ('recommendation', 0.3888), ('supplement', 0.3687)]",0.61925316
"[('methylated vitamin', 0.7001), ('anxietywhat', 0.4619), ('heck mean', 0.1712), ('lol', 0.1617), ('massive', 0.115)]",0.6192415
"[('origami listening', 0.5104), ('coloring diamond', 0.5044), ('comedy podcasts', 0.4531), ('really help', 0.2389), ('puzzle', 0.1799)]",0.61923826
"[('matter cooking', 0.6719), ('help mind', 0.3901), ('need check', 0.3254), ('right away', 0.3168), ('joy got', 0.3008)]",0.6192319
"[('reflux worried', 0.663), ('test anxiety', 0.4738), ('kidney function', 0.2821), ('echo', 0.1992), ('alot', 0.0811)]",0.6192263
"[('neck saw', 0.5892), ('felt heart', 0.5652), ('saw like', 0.4724), ('like yk', 0.4261), ('beat', 0.2996)]",0.6192218
"[('missing block', 0.8418), ('block', 0.6298), ('im missing', 0.6164), ('missing', 0.5898), ('think im', 0.3386)]",0.6192153
"[('talk therapist', 0.8113), ('suggest talk', 0.649), ('help thought', 0.3172), ('suggest', 0.2511), ('help', 0.1746)]",0.6192136
"[('think anxiety', 0.7015), ('teach kid', 0.4311), ('change', 0.238), ('result help', 0.1401), ('okay isnt', 0.0922)]",0.61921316
"[('bro look', 0.7024), ('look like', 0.6027), ('bro', 0.5028), ('like', 0.3503), ('like evw', 0.2303)]",0.61921215
"[('sorry youthanks', 0.8265), ('youthanks god', 0.7516), ('sorry', 0.3712), ('god', 0.2652), ('oh', 0.2228)]",0.6192101
"[('follow life', 0.6635), ('im annoyed', 0.5505), ('life', 0.4186), ('im', 0.2886), ('dont', 0.2882)]",0.61920166
"[('love tiktok', 0.9407), ('tiktok people', 0.8905), ('tiktok', 0.8394), ('love', 0.3616), ('people', 0.2744)]",0.61916834
"[('feeling disconnected', 0.7957), ('disconnected rest', 0.7451), ('rest world', 0.637), ('rest', 0.5242), ('feeling', 0.409)]",0.6191682
"[('honest im', 0.6425), ('im told', 0.5568), ('im', 0.4912), ('told', 0.3263), ('wallowing', 0.059)]",0.6191579
"[('saying wrong', 0.6146), ('help saying', 0.5528), ('saying', 0.4823), ('help', 0.3486), ('wrong', 0.3335)]",0.6191527
"[('psychiatrist look', 0.6621), ('fragility medical', 0.5646), ('emotional', 0.3412), ('specialty', 0.3296), ('theyre', 0.1105)]",0.6191431
"[('classmate psychologist', 0.6888), ('psychologist said', 0.6617), ('mom classmate', 0.6536), ('mom', 0.3693), ('said thing', 0.3637)]",0.61914253
"[('gotten bigger', 0.6007), ('bigger older', 0.559), ('issue ive', 0.4338), ('older', 0.2942), ('ive gotten', 0.2385)]",0.61914104
"[('happy support', 0.4488), ('therapy session', 0.3638), ('help process', 0.2498), ('im', 0.2028), ('waytry deep', 0.095)]",0.6191346
"[('na repost', 0.663), ('dark content', 0.6349), ('content', 0.4251), ('wan', 0.2806), ('kinda', 0.2097)]",0.6191242
"[('im bed', 0.6312), ('bed', 0.5461), ('got bored', 0.5153), ('im', 0.3296), ('got', 0.2635)]",0.6191238
"[('health break', 0.5332), ('education problem', 0.4288), ('create video', 0.3195), ('identification solution', 0.2308), ('appreciate', 0.1113)]",0.61912054
"[('say nice', 0.6529), ('like good', 0.4413), ('yeah feel', 0.4189), ('good ppl', 0.3574), ('nice', 0.2369)]",0.6191176
"[('worse panic', 0.7078), ('feeling world', 0.4804), ('world wouldnt', 0.3366), ('wish', 0.3033), ('attack literally', 0.2553)]",0.61910045
"[('cup coffee', 0.7558), ('good cup', 0.5446), ('thinking good', 0.4746), ('seriously doubt', 0.1914), ('good', 0.1739)]",0.61910003
"[('extrasystols kardiologist', 0.8292), ('kardiologist ok', 0.6505), ('say extrasystols', 0.602), ('say', 0.1017), ('ok', 0.0991)]",0.6190989
"[('music cleaning', 0.594), ('tip best', 0.5561), ('cookingbaking run', 0.4773), ('thing distract', 0.312), ('im finding', 0.1241)]",0.6190985
"[('flouxatine helped', 0.7627), ('hell flouxatine', 0.5839), ('anxiety hell', 0.5657), ('helped', 0.2775), ('hell', 0.1392)]",0.61908656
"[('family trauma', 0.7435), ('dealt family', 0.456), ('havent dealt', 0.2618), ('past', 0.2468), ('need', 0.157)]",0.61908543
"[('massively anxious', 0.5456), ('person childhood', 0.4508), ('various consciously', 0.398), ('day consistency', 0.198), ('choice rewire', 0.1642)]",0.6190822
"[('tell feel', 0.7216), ('feel', 0.5081), ('people tell', 0.4473), ('telling', 0.4183), ('people', 0.1616)]",0.61908054
"[('thsi video', 0.5922), ('dont scared', 0.4256), ('fully accurate', 0.3006), ('guy', 0.2385), ('wrong', 0.1087)]",0.61906904
"[('thank voice', 0.6013), ('heartfelt', 0.5384), ('thank', 0.3687), ('said', 0.3131), ('voice', 0.2982)]",0.6190664
"[('feel normal', 0.5204), ('ik hard', 0.285), ('bad bad', 0.2685), ('think key', 0.2062), ('definitely come', 0.1169)]",0.6190644
"[('fighting body', 0.6132), ('love life', 0.4784), ('wont rest', 0.4764), ('happy im', 0.3384), ('wont', 0.1371)]",0.6190635
"[('waking likei', 0.7959), ('speaking waking', 0.6905), ('stop speaking', 0.4724), ('thought', 0.2275), ('totally', 0.1582)]",0.61906326
"[('psychiatrist insurance', 0.657), ('network medicaid', 0.6366), ('virtual', 0.3123), ('inform good', 0.2564), ('good', 0.0816)]",0.6190409
"[('felt way', 0.7131), ('thought felt', 0.6845), ('felt', 0.5281), ('thought', 0.5074), ('way', 0.4198)]",0.6190398
"[('lost love', 0.8186), ('love life', 0.6707), ('lost', 0.5859), ('life', 0.4986), ('love', 0.4943)]",0.61902446
"[('tictok thread', 0.5434), ('illness religious', 0.5069), ('line vision', 0.3378), ('follow ok', 0.2758), ('ok wonder', 0.2008)]",0.619017
"[('depressed brain', 0.663), ('life norm', 0.5326), ('stable foundation', 0.4031), ('guess', 0.2279), ('pretty', 0.1217)]",0.6190163
"[('clenching jaw', 0.795), ('stop clenching', 0.7761), ('jaw prevent', 0.771), ('prevent', 0.359), ('stop', 0.3132)]",0.6190034
"[('toxic work', 0.668), ('work syndrome', 0.64), ('coping', 0.5656), ('syndrome real', 0.4478), ('yes', 0.1166)]",0.61899686
"[('sith think', 0.8405), ('sith', 0.727), ('think absolute', 0.639), ('absolute', 0.4993), ('think', 0.3235)]",0.61899316
"[('read proud', 0.7487), ('think read', 0.3624), ('affected bye', 0.2833), ('dont think', 0.1437), ('great', 0.1107)]",0.61899257
"[('teen horrible', 0.6977), ('horrible experience', 0.5552), ('experience better', 0.4567), ('thoughbe kind', 0.3177), ('kind', 0.173)]",0.61897826
"[('cbt drug', 0.6223), ('shy walk', 0.547), ('cured seven', 0.5), ('hallway speak', 0.4614), ('anybody', 0.2011)]",0.6189661
"[('xanax prescription', 0.7737), ('andres offer', 0.5267), ('prescription', 0.4748), ('martin', 0.3216), ('doctor', 0.2491)]",0.61893797
"[('increase serotonin', 0.9633), ('serotonin level', 0.9002), ('serotonin', 0.7959), ('increase', 0.3624), ('level', 0.2622)]",0.6189331
"[('saying good', 0.5211), ('truth end', 0.4363), ('ask instead', 0.312), ('youre didnt', 0.3026), ('listen single', 0.1977)]",0.61892563
"[('trigger bpd', 0.552), ('think visualise', 0.3644), ('different family', 0.3568), ('cause disappointment', 0.2521), ('member example', 0.2051)]",0.6189234
"[('homie zero', 0.6408), ('zero people', 0.5649), ('people talk', 0.4986), ('talk make', 0.441), ('make worse', 0.3725)]",0.6189195
"[('sleep easy', 0.6718), ('laugh people', 0.4603), ('easy fall', 0.2796), ('life period', 0.2463), ('iv', 0.1668)]",0.61891496
"[('anxiety control', 0.6914), ('ask doctor', 0.2424), ('dont let', 0.1871), ('martin andres', 0.1865), ('plansdoctor', 0.1627)]",0.6189125
"[('suffers bipolar', 0.6986), ('depression totally', 0.5284), ('typeserver', 0.2754), ('totally correct', 0.2435), ('person', 0.2294)]",0.61890244
"[('visual representation', 0.8209), ('great visual', 0.7049), ('visual', 0.5956), ('representation', 0.5161), ('great', 0.273)]",0.6188949
"[('simple thing', 0.6291), ('hahaha ok', 0.5964), ('thing hahaha', 0.5583), ('ok', 0.3764), ('thing', 0.3414)]",0.6188754
"[('im board', 0.8039), ('ok im', 0.604), ('board', 0.5773), ('ok', 0.4987), ('im', 0.481)]",0.61884606
"[('sec clip', 0.5454), ('action plan', 0.4973), ('interview context', 0.4467), ('watch episode', 0.3748), ('link bio', 0.2987)]",0.6188407
"[('djill try', 0.5529), ('work christmas', 0.5079), ('hour suggestion', 0.4247), ('try work', 0.3785), ('completely', 0.0482)]",0.6188352
"[('flip chart', 0.7485), ('visual aid', 0.636), ('chart', 0.5689), ('visual', 0.4491), ('aid', 0.2544)]",0.6188199
"[('stay late', 0.7222), ('im watching', 0.4826), ('sir', 0.4345), ('stay', 0.3754), ('im', 0.253)]",0.6188179
"[('articulate feel', 0.5828), ('understand', 0.4224), ('thats worth', 0.3467), ('feel', 0.3436), ('able', 0.2405)]",0.618814
"[('wrote life', 0.8732), ('dude wrote', 0.7168), ('life', 0.5706), ('wrote', 0.5402), ('dude', 0.3009)]",0.6188118
"[('stupid dm', 0.6803), ('dm pls', 0.6522), ('want stupid', 0.5554), ('dont want', 0.5236), ('pls', 0.3911)]",0.6188073
"[('laughed thought', 0.564), ('joking', 0.4838), ('good said', 0.2965), ('asked', 0.2413), ('recently', 0.1468)]",0.61879826
"[('cold shower', 0.6739), ('warm start', 0.5319), ('start laughing', 0.3683), ('build minute', 0.3504), ('yes', 0.1855)]",0.61879337
"[('work carry', 0.7109), ('probably work', 0.4022), ('work', 0.3282), ('dont hard', 0.328), ('probably', 0.292)]",0.61878204
"[('dodo people', 0.7112), ('like time', 0.5516), ('people feel', 0.4428), ('feel', 0.3332), ('people', 0.2763)]",0.6187767
"[('like ufor', 0.706), ('ufor daughter', 0.7043), ('help like', 0.3759), ('manyou need', 0.323), ('daughter', 0.2452)]",0.61876976
"[('know situationthey', 0.6252), ('saying everytime', 0.4736), ('everyday', 0.4269), ('saying', 0.3819), ('know', 0.2814)]",0.61875576
"[('tingling arm', 0.7013), ('make throw', 0.4258), ('heart', 0.3479), ('racing', 0.1618), ('make', 0.0718)]",0.618752
"[('dbt', 0.5803), ('opposite action', 0.5802), ('thats called', 0.2637), ('great', 0.2361), ('great advice', 0.1701)]",0.6187415
"[('burden', 0.5056), ('christ light', 0.4789), ('world teach', 0.39), ('bro cast', 0.3861), ('man thats', 0.2471)]",0.6187343
"[('break school', 0.6797), ('wish break', 0.654), ('make stress', 0.5406), ('tired', 0.336), ('wish', 0.3007)]",0.6187253
"[('ironydont brutally', 0.7288), ('ironydont', 0.5881), ('brutally honest', 0.5534), ('honest', 0.3913), ('brutally', 0.3721)]",0.618722
"[('magnesium start', 0.7319), ('long magnesium', 0.6389), ('magnesium', 0.6377), ('start working', 0.3327), ('long', 0.137)]",0.61871004
"[('identity point', 0.567), ('feel big', 0.4532), ('struggling future', 0.4161), ('like explanation', 0.3223), ('thing', 0.2001)]",0.6187064
"[('youre safe', 0.561), ('need control', 0.5243), ('said think', 0.2528), ('actually telling', 0.1517), ('way ha', 0.1451)]",0.61869526
"[('therapist im', 0.7198), ('therapist', 0.6514), ('im doctor', 0.4876), ('doctor', 0.3686), ('im', 0.2288)]",0.6186946
"[('empowering comment', 0.7343), ('comment clear', 0.6426), ('helpful', 0.3721), ('comment', 0.3669), ('clear', 0.3483)]",0.61868787
